txn_id,user_id,merchant,category,amount,datetime,city,cashback,status
TXN001322,USR0328,Haldiram's,Dining,552.03,2024-02-16 20:51:08,Mumbai,25.59,approved
TXN001323,USR0367,Zomato,Dining,353.72,2024-02-16 21:02:48,Pune,14.16,approved
TXN001324,USR0096,Swiggy,Dining,233.8,2024-02-16 21:29:16,Delhi,5.89,approved
TXN001325,USR0244,HP Petrol Pump,Fuel,107.58,2024-02-16 21:46:35,Chennai,0.95,approved
TXN001326,USR0322,BigBasket,Groceries,281.0,2024-02-16 21:53:12,Pune,6.06,approved
TXN001327,USR0152,Spencer's,Groceries,341.95,2024-02-16 22:15:10,Mumbai,9.98,approved
TXN001328,USR0227,Dream11,Entertainment,623.4,2024-02-16 22:21:16,Mumbai,13.16,approved
TXN001329,USR0267,Flipkart,Shopping,366.42,2024-02-16 22:30:41,Chennai,7.94,approved
TXN001330,USR0262,Apollo Pharmacy,Healthcare,897.75,2024-02-17 00:51:55,Delhi,10.9,approved
TXN001331,USR0252,Netmeds,Healthcare,1091.8,2024-02-17 01:02:56,Bangalore,15.49,approved
TXN001332,USR0189,Apple Store,Electronics,4221.23,2024-02-17 01:25:32,Bangalore,47.98,approved
TXN001333,USR0205,Reliance Fresh,Groceries,290.3,2024-02-17 03:15:30,Pune,8.07,approved
TXN001334,USR0168,Reliance Fresh,Groceries,60.11,2024-02-17 04:47:37,Chennai,0.65,approved
TXN001335,USR0371,Amazon,Shopping,660.76,2024-02-17 05:30:29,Bangalore,0.0,declined
TXN001336,USR0371,Ola Cabs,Travel,5024.03,2024-02-17 05:48:29,Chennai,0.0,declined
TXN001337,USR0371,Croma,Electronics,5678.84,2024-02-17 05:52:29,Jaipur,0.0,declined
TXN001338,USR0371,Meesho,Shopping,7135.34,2024-02-17 05:57:29,Kolkata,0.0,declined
TXN001339,USR0074,Essar Fuel,Fuel,52.02,2024-02-17 07:56:37,Pune,0.29,approved
TXN001340,USR0387,Dream11,Entertainment,259.35,2024-02-17 08:52:25,Mumbai,4.25,approved
TXN001341,USR0282,BookMyShow,Entertainment,284.42,2024-02-17 10:28:00,Kanpur,5.28,approved
TXN001342,USR0226,Reliance Fresh,Groceries,275.45,2024-02-17 10:35:10,Delhi,7.02,approved
TXN001343,USR0271,IndiGo,Travel,10.0,2024-02-17 11:45:02,Kanpur,0.36,approved
TXN001344,USR0206,Reliance Fresh,Groceries,156.92,2024-02-17 12:36:53,Pune,4.07,approved
TXN001345,USR0354,HP Petrol Pump,Fuel,109.33,2024-02-17 12:39:38,Mumbai,0.86,approved
TXN001346,USR0088,BPCL,Fuel,53.37,2024-02-17 15:48:58,Hyderabad,0.53,approved
TXN001347,USR0150,Zomato,Dining,594.01,2024-02-17 16:32:14,Pune,14.52,approved
TXN001348,USR0023,Lenskart,Healthcare,1015.83,2024-02-17 17:15:44,Chennai,25.15,approved
TXN001349,USR0377,IndiGo,Travel,8173.21,2024-02-17 17:21:46,Delhi,0.0,declined
TXN001350,USR0172,Amazon,Shopping,1143.53,2024-02-17 18:06:59,Pune,46.9,approved
TXN001351,USR0105,Samsung Plaza,Electronics,4833.38,2024-02-17 18:08:24,Pune,81.02,approved
TXN001352,USR0395,Essar Fuel,Fuel,151.7,2024-02-17 18:21:41,Mumbai,1.24,approved
TXN001353,USR0298,Indian Oil,Fuel,20.56,2024-02-17 18:36:55,Kanpur,0.12,approved
TXN001354,USR0219,Myntra,Shopping,1852.41,2024-02-17 18:56:18,Delhi,65.58,approved
TXN001355,USR0233,Barbeque Nation,Dining,105.23,2024-02-17 18:59:53,Chennai,4.24,approved
TXN001356,USR0183,Medanta,Healthcare,1525.92,2024-02-17 19:07:10,Bangalore,20.56,approved
TXN001357,USR0398,Haldiram's,Dining,814.79,2024-02-17 19:35:06,Mumbai,10.33,approved
TXN001358,USR0093,PVR Cinemas,Entertainment,81.49,2024-02-17 19:46:36,Mumbai,1.75,approved
TXN001359,USR0076,Zepto,Groceries,317.42,2024-02-17 19:46:53,Bangalore,3.36,approved
TXN001360,USR0011,Zomato,Dining,499.51,2024-02-17 20:03:10,Mumbai,13.75,approved
TXN001361,USR0222,Zepto,Groceries,290.44,2024-02-17 20:30:24,Mumbai,6.32,approved
TXN001362,USR0002,BESCOM,Utilities,738.86,2024-02-17 20:42:58,Delhi,11.08,approved
TXN001363,USR0360,Jio,Utilities,436.94,2024-02-17 21:14:41,Pune,6.27,approved
TXN001364,USR0398,Reliance Fresh,Groceries,200.82,2024-02-17 21:22:55,Kolkata,3.39,approved
TXN001365,USR0274,Shell,Fuel,102.1,2024-02-17 22:43:42,Mumbai,0.62,approved
TXN001366,USR0122,BSNL,Utilities,552.71,2024-02-18 00:25:46,Kolkata,3.67,approved
TXN001367,USR0287,Barbeque Nation,Dining,386.77,2024-02-18 01:29:02,Mumbai,16.74,approved
TXN001368,USR0309,Samsung Plaza,Electronics,3176.46,2024-02-18 02:00:55,Hyderabad,45.39,approved
TXN001369,USR0150,IndiGo,Travel,4298.91,2024-02-18 02:02:29,Kanpur,122.07,approved
TXN001370,USR0064,Nykaa,Shopping,615.82,2024-02-18 02:40:47,Delhi,14.49,approved
TXN001371,USR0388,Essar Fuel,Fuel,79.66,2024-02-18 03:51:45,Chennai,0.46,approved
TXN001372,USR0173,Nykaa,Shopping,10.0,2024-02-18 04:11:59,Delhi,1.45,approved
TXN001373,USR0043,Spencer's,Groceries,79.63,2024-02-18 06:14:47,Jaipur,0.94,approved
TXN001374,USR0048,Barbeque Nation,Dining,838.98,2024-02-18 07:41:35,Delhi,30.44,approved
TXN001375,USR0193,BigBasket,Groceries,145.35,2024-02-18 09:10:24,Kanpur,,approved
TXN001376,USR0371,Hotstar,Entertainment,426.83,2024-02-18 12:00:34,Mumbai,13.68,approved
TXN001377,USR0214,Haldiram's,Dining,292.93,2024-02-18 13:26:53,Jaipur,14.06,approved
TXN001378,USR0199,Reliance Fresh,Groceries,306.51,2024-02-18 14:26:22,Delhi,8.78,approved
TXN001379,USR0149,Nykaa,Shopping,1873.09,2024-02-18 15:08:15,Delhi,33.71,approved
TXN001380,USR0029,HP Petrol Pump,Fuel,96.01,2024-02-18 16:27:27,Chennai,0.63,approved
TXN001381,USR0196,Apple Store,Electronics,2829.45,2024-02-18 18:19:14,Chennai,,approved
TXN001382,USR0135,Vijay Sales,Electronics,3012.99,2024-02-18 18:32:33,Kanpur,0.0,declined
TXN001383,USR0135,Cleartrip,Travel,5279.66,2024-02-18 18:55:33,Pune,0.0,declined
TXN001384,USR0135,Nykaa,Shopping,5609.85,2024-02-18 18:56:33,Mumbai,0.0,declined
TXN001385,USR0135,Samsung Plaza,Electronics,1831.12,2024-02-18 19:02:33,Pune,0.0,declined
TXN001386,USR0059,PVR Cinemas,Entertainment,175.48,2024-02-18 19:11:16,Delhi,3.61,approved
TXN001387,USR0358,Vijay Sales,Electronics,2543.73,2024-02-18 19:13:21,Pune,0.0,declined
TXN001388,USR0392,Croma,Electronics,4260.8,2024-02-18 20:25:52,Pune,64.98,approved
TXN001389,USR0131,Hotstar,Entertainment,181.31,2024-02-18 20:43:53,Kolkata,3.64,approved
TXN001390,USR0177,BPCL,Fuel,119.41,2024-02-18 20:45:06,Kolkata,0.76,approved
TXN001391,USR0084,Reliance Digital,Electronics,3714.09,2024-02-18 22:23:33,Jaipur,61.67,approved
TXN001392,USR0345,Lenskart,Healthcare,771.38,2024-02-18 23:00:25,Kanpur,18.58,approved
TXN001393,USR0191,Indian Oil,Fuel,30.7,2024-02-18 23:13:26,Jaipur,0.15,approved
TXN001394,USR0224,Haldiram's,Dining,355.62,2024-02-19 02:56:11,Delhi,4.43,approved
TXN001395,USR0361,BookMyShow,Entertainment,290.81,2024-02-19 05:22:21,Chennai,4.95,approved
TXN001396,USR0313,Essar Fuel,Fuel,133.43,2024-02-19 06:10:22,Hyderabad,0.78,approved
TXN001397,USR0046,HP Petrol Pump,Fuel,108.15,2024-02-19 08:29:35,Delhi,1.04,approved
TXN001398,USR0208,Shell,Fuel,100.39,2024-02-19 08:53:11,Kolkata,13.19,approved
TXN001399,USR0311,Ola Cabs,Travel,5172.77,2024-02-19 09:38:38,Bangalore,234.77,approved
TXN001400,USR0254,Essar Fuel,Fuel,60.78,2024-02-19 10:47:32,Kanpur,0.32,approved
TXN001401,USR0032,Jio,Utilities,517.48,2024-02-19 14:29:30,Kanpur,7.21,approved
TXN001402,USR0388,Amazon,Shopping,957.2,2024-02-19 14:41:46,Pune,36.3,approved
TXN001403,USR0267,BPCL,Fuel,127.35,2024-02-19 16:14:51,Bangalore,1.19,approved
TXN001404,USR0391,PharmEasy,Healthcare,1269.95,2024-02-19 16:50:33,Chennai,22.15,approved
TXN001405,USR0180,Hotstar,Entertainment,336.3,2024-02-19 17:04:17,Chennai,5.17,approved
TXN001406,USR0127,Reliance Fresh,Groceries,54.82,2024-02-19 18:52:06,Kolkata,1.33,approved
TXN001407,USR0064,Ola Cabs,Travel,2423.4,2024-02-19 19:13:28,Jaipur,48.83,approved
TXN001408,USR0135,Zepto,Groceries,131.11,2024-02-19 19:16:54,Delhi,2.2,approved
TXN001409,USR0399,Airtel,Utilities,798.72,2024-02-19 19:34:12,Delhi,4.02,approved
TXN001410,USR0161,Shell,Fuel,109.21,2024-02-19 19:42:23,Mumbai,0.66,approved
TXN001411,USR0312,DMart,Groceries,189.23,2024-02-19 19:59:56,Chennai,2.99,approved
TXN001412,USR0040,MakeMyTrip,Travel,7164.49,2024-02-19 20:23:55,Delhi,221.46,approved
TXN001413,USR0099,BESCOM,Utilities,1519.72,2024-02-19 20:45:36,Mumbai,12.1,approved
TXN001414,USR0165,Spencer's,Groceries,157.37,2024-02-19 21:37:57,Mumbai,2.27,approved
TXN001415,USR0024,Tata Power,Utilities,760.1,2024-02-19 21:40:38,Kolkata,7.87,approved
TXN001416,USR0216,Essar Fuel,Fuel,68.94,2024-02-19 22:00:36,Jaipur,0.66,approved
TXN001417,USR0294,Medanta,Healthcare,447.01,2024-02-19 22:11:15,Kolkata,11.5,approved
TXN001418,USR0332,Dream11,Entertainment,341.95,2024-02-19 22:31:56,Bangalore,6.13,approved
TXN001419,USR0155,PharmEasy,Healthcare,1721.52,2024-02-20 00:00:47,Bangalore,34.63,approved
TXN001420,USR0170,DMart,Groceries,330.77,2024-02-20 00:16:52,Mumbai,6.09,approved
TXN001421,USR0021,Barbeque Nation,Dining,774.29,2024-02-20 00:27:38,Mumbai,23.37,approved
TXN001422,USR0008,Shell,Fuel,103.57,2024-02-20 01:15:32,Bangalore,0.61,approved
TXN001423,USR0343,Haldiram's,Dining,1056.67,2024-02-20 02:08:32,Mumbai,0.0,declined
TXN001424,USR0308,PVR Cinemas,Entertainment,10.0,2024-02-20 02:26:00,Kanpur,0.12,approved
TXN001425,USR0331,BookMyShow,Entertainment,159.06,2024-02-20 04:02:16,Mumbai,3.74,approved
TXN001426,USR0069,Hotstar,Entertainment,220.29,2024-02-20 04:34:51,Chennai,2.52,approved
TXN001427,USR0178,INOX,Entertainment,293.8,2024-02-20 04:35:37,Mumbai,0.0,declined
TXN001428,USR0008,BookMyShow,Entertainment,291.68,2024-02-20 05:16:58,Bangalore,8.57,approved
TXN001429,USR0203,Zomato,Dining,553.99,2024-02-20 06:19:11,Bangalore,23.36,approved
TXN001430,USR0354,Haldiram's,Dining,350.4,2024-02-20 06:32:45,Bangalore,5.34,approved
TXN001431,USR0152,INOX,Entertainment,80.69,2024-02-20 09:03:06,Bangalore,2.48,approved
TXN001432,USR0098,HP Petrol Pump,Fuel,130.78,2024-02-20 09:26:03,Chennai,0.76,approved
TXN001433,USR0323,Swiggy,Dining,471.96,2024-02-20 12:32:21,Bangalore,5.75,approved
TXN001434,USR0294,Netmeds,Healthcare,1070.64,2024-02-20 13:14:15,Delhi,28.44,approved
TXN001435,USR0400,Zepto,Groceries,111.75,2024-02-20 13:59:01,Jaipur,3.3,approved
TXN001436,USR0235,PharmEasy,Healthcare,1088.65,2024-02-20 15:27:30,Bangalore,18.6,approved
TXN001437,USR0340,Amazon,Shopping,2490.29,2024-02-20 18:04:16,Bangalore,33.58,approved
TXN001438,USR0050,Apollo Pharmacy,Healthcare,1322.8,2024-02-20 18:21:11,Hyderabad,36.82,approved
TXN001439,USR0397,BESCOM,Utilities,773.89,2024-02-20 18:35:49,Delhi,5.58,approved
TXN001440,USR0038,Meesho,Shopping,2137.35,2024-02-20 18:44:50,Bangalore,47.06,approved
TXN001441,USR0168,Croma,Electronics,4692.89,2024-02-20 18:46:31,Pune,,approved
TXN001442,USR0068,BESCOM,Utilities,285.33,2024-02-20 19:04:51,Hyderabad,,approved
TXN001443,USR0246,Cleartrip,Travel,3569.77,2024-02-20 20:54:00,Kolkata,153.42,approved
TXN001444,USR0065,Reliance Fresh,Groceries,194.59,2024-02-20 21:26:55,Jaipur,5.81,approved
TXN001445,USR0108,Cleartrip,Travel,598.93,2024-02-20 21:36:24,Hyderabad,12.31,approved
TXN001446,USR0284,PVR Cinemas,Entertainment,393.63,2024-02-20 21:38:23,Delhi,5.83,approved
TXN001447,USR0368,Zepto,Groceries,247.62,2024-02-20 22:03:47,Bangalore,3.23,approved
TXN001448,USR0350,BESCOM,Utilities,916.83,2024-02-20 22:12:22,Delhi,12.28,approved
TXN001449,USR0043,Apollo Pharmacy,Healthcare,749.42,2024-02-20 22:23:59,Jaipur,11.35,approved
TXN001450,USR0300,Medanta,Healthcare,395.48,2024-02-20 22:43:05,Pune,8.11,approved
TXN001451,USR0344,Barbeque Nation,Dining,644.87,2024-02-21 00:51:44,Delhi,11.04,approved
TXN001452,USR0053,Spencer's,Groceries,212.64,2024-02-21 01:10:47,Kolkata,4.47,approved
TXN001453,USR0299,Zomato,Dining,270.7,2024-02-21 01:26:15,Bangalore,7.4,approved
TXN001454,USR0105,Haldiram's,Dining,66.98,2024-02-21 01:39:13,Pune,2.46,approved
TXN001455,USR0044,Meesho,Shopping,736.18,2024-02-21 03:36:55,Pune,0.0,declined
TXN001456,USR0044,Croma,Electronics,7310.08,2024-02-21 03:43:55,Chennai,0.0,declined
TXN001457,USR0044,Apple Store,Electronics,5925.69,2024-02-21 04:10:55,Jaipur,0.0,declined
TXN001458,USR0044,Meesho,Shopping,4511.24,2024-02-21 04:13:55,Delhi,0.0,declined
TXN001459,USR0255,Spencer's,Groceries,245.64,2024-02-21 04:15:33,Mumbai,4.61,approved
TXN001460,USR0154,Amazon,Shopping,724.46,2024-02-21 04:33:56,Mumbai,13.38,approved
TXN001461,USR0029,McDonald's,Dining,245.66,2024-02-21 05:41:37,Chennai,11.24,approved
TXN001462,USR0168,Indian Oil,Fuel,129.41,2024-02-21 05:59:01,Mumbai,0.89,approved
TXN001463,USR0245,Apple Store,Electronics,5897.56,2024-02-21 06:41:40,Mumbai,0.0,declined
TXN001464,USR0315,Spencer's,Groceries,152.41,2024-02-21 06:47:20,Kolkata,3.14,approved
TXN001465,USR0270,Croma,Electronics,4257.93,2024-02-21 07:39:39,Delhi,61.36,approved
TXN001466,USR0131,Airtel,Utilities,283.28,2024-02-21 10:25:09,Kanpur,1.45,approved
TXN001467,USR0092,PVR Cinemas,Entertainment,305.82,2024-02-21 10:36:55,Delhi,4.16,approved
TXN001468,USR0393,Essar Fuel,Fuel,42.33,2024-02-21 12:02:44,Hyderabad,0.32,approved
TXN001469,USR0228,McDonald's,Dining,255.86,2024-02-21 12:03:05,Hyderabad,9.46,approved
TXN001470,USR0327,Reliance Fresh,Groceries,214.56,2024-02-21 12:52:16,Hyderabad,6.29,approved
TXN001471,USR0296,Amazon,Shopping,115.09,2024-02-21 13:13:05,Bangalore,0.0,declined
TXN001472,USR0094,Dream11,Entertainment,339.51,2024-02-21 14:11:49,Bangalore,11.86,approved
TXN001473,USR0243,Dream11,Entertainment,574.22,2024-02-21 18:00:47,Kanpur,7.98,approved
TXN001474,USR0105,HP Petrol Pump,Fuel,103.85,2024-02-21 18:00:51,Mumbai,0.93,approved
TXN001475,USR0047,Nykaa,Shopping,1873.08,2024-02-21 18:11:47,Bangalore,51.78,approved
TXN001476,USR0013,HP Petrol Pump,Fuel,70.77,2024-02-21 18:42:12,Hyderabad,0.57,approved
TXN001477,USR0043,BPCL,Fuel,99.66,2024-02-21 19:19:41,Delhi,0.86,approved
TXN001478,USR0326,Swiggy,Dining,412.96,2024-02-21 20:45:10,Mumbai,7.85,approved
TXN001479,USR0029,INOX,Entertainment,114.05,2024-02-21 21:11:26,Kanpur,2.18,approved
TXN001480,USR0107,Airtel,Utilities,843.21,2024-02-21 21:43:59,Hyderabad,12.12,approved
TXN001481,USR0311,Airtel,Utilities,988.99,2024-02-21 21:58:41,Delhi,7.85,approved
TXN001482,USR0051,DMart,Groceries,161.5,2024-02-21 22:16:38,Kanpur,3.74,approved
TXN001483,USR0331,Meesho,Shopping,1368.15,2024-02-21 22:36:43,Chennai,57.4,approved
TXN001484,USR0050,Samsung Plaza,Electronics,2219.34,2024-02-21 23:12:40,Mumbai,36.29,approved
TXN001485,USR0320,Shell,Fuel,135.79,2024-02-22 00:04:49,Hyderabad,1.31,approved
TXN001486,USR0312,IRCTC,Travel,7162.59,2024-02-22 00:20:01,Jaipur,242.48,approved
TXN001487,USR0134,Indian Oil,Fuel,115.74,2024-02-22 00:59:34,Bangalore,19.37,approved
TXN001488,USR0029,Hotstar,Entertainment,98.25,2024-02-22 03:44:52,Pune,1.37,approved
TXN001489,USR0008,Spencer's,Groceries,246.34,2024-02-22 04:36:38,Bangalore,7.22,approved
TXN001490,USR0090,Shell,Fuel,125.11,2024-02-22 04:48:35,Pune,0.83,approved
TXN001491,USR0200,BookMyShow,Entertainment,289.92,2024-02-22 05:17:38,Delhi,66.68,approved
TXN001492,USR0313,Meesho,Shopping,446.06,2024-02-22 05:18:50,Pune,6.89,approved
TXN001493,USR0334,PVR Cinemas,Entertainment,353.91,2024-02-22 05:26:03,Chennai,12.08,approved
TXN001494,USR0160,Haldiram's,Dining,692.95,2024-02-22 06:25:53,Pune,13.5,approved
TXN001495,USR0385,Zepto,Groceries,214.97,2024-02-22 08:07:33,Hyderabad,2.73,approved
TXN001496,USR0366,McDonald's,Dining,106.56,2024-02-22 09:35:40,Chennai,4.14,approved
TXN001497,USR0394,Hotstar,Entertainment,272.56,2024-02-22 10:58:57,Delhi,9.58,approved
TXN001498,USR0115,IndiGo,Travel,9568.04,2024-02-22 13:06:12,Bangalore,0.0,declined
TXN001499,USR0164,Zomato,Dining,376.15,2024-02-22 13:49:14,Mumbai,6.11,approved
TXN001500,USR0221,Barbeque Nation,Dining,565.71,2024-02-22 13:50:09,Mumbai,21.15,approved
TXN001501,USR0036,Apple Store,Electronics,6813.47,2024-02-22 16:30:49,Pune,74.79,approved
TXN001502,USR0145,McDonald's,Dining,737.72,2024-02-22 16:59:25,Hyderabad,22.9,approved
TXN001503,USR0260,BigBasket,Groceries,10.0,2024-02-22 17:35:13,Kolkata,0.25,approved
TXN001504,USR0046,Barbeque Nation,Dining,315.63,2024-02-22 18:16:14,Kanpur,6.05,approved
TXN001505,USR0270,BookMyShow,Entertainment,10.22,2024-02-22 18:40:56,Jaipur,0.17,approved
TXN001506,USR0355,Myntra,Shopping,2015.98,2024-02-22 18:52:04,Hyderabad,55.31,approved
TXN001507,USR0348,BPCL,Fuel,146.81,2024-02-22 18:59:55,Delhi,1.37,approved
TXN001508,USR0309,PharmEasy,Healthcare,1683.98,2024-02-22 19:24:06,Mumbai,37.04,approved
TXN001509,USR0081,McDonald's,Dining,424.01,2024-02-22 19:48:52,Jaipur,5.71,approved
TXN001510,USR0373,DMart,Groceries,129.79,2024-02-22 20:12:09,Chennai,3.1,approved
TXN001511,USR0010,BookMyShow,Entertainment,191.98,2024-02-22 20:13:41,Hyderabad,3.66,approved
TXN001512,USR0217,Meesho,Shopping,5932.05,2024-02-22 20:30:32,Kanpur,0.0,declined
TXN001513,USR0217,Ola Cabs,Travel,2969.54,2024-02-22 20:40:32,Kolkata,0.0,declined
TXN001514,USR0217,Samsung Plaza,Electronics,3308.89,2024-02-22 20:46:32,Bangalore,0.0,declined
TXN001515,USR0217,Cleartrip,Travel,4052.82,2024-02-22 20:52:32,Jaipur,0.0,declined
TXN001516,USR0346,Zomato,Dining,654.18,2024-02-22 21:23:07,Hyderabad,14.76,approved
TXN001517,USR0241,Hotstar,Entertainment,363.4,2024-02-22 22:42:12,Hyderabad,0.0,declined
TXN001518,USR0027,IRCTC,Travel,2045.73,2024-02-23 00:44:41,Mumbai,0.0,declined
TXN001519,USR0122,Zomato,Dining,919.49,2024-02-23 01:20:06,Pune,43.5,approved
TXN001520,USR0181,Jio,Utilities,1097.73,2024-02-23 02:30:32,Bangalore,244.44,approved
TXN001521,USR0321,BigBasket,Groceries,208.13,2024-02-23 05:03:02,Bangalore,3.27,approved
TXN001522,USR0139,Barbeque Nation,Dining,758.65,2024-02-23 05:52:04,Bangalore,18.6,approved
TXN001523,USR0254,Swiggy,Dining,468.41,2024-02-23 05:54:22,Pune,11.75,approved
TXN001524,USR0363,BigBasket,Groceries,91.68,2024-02-23 06:40:19,Kolkata,2.67,approved
TXN001525,USR0231,PVR Cinemas,Entertainment,390.85,2024-02-23 08:19:07,Mumbai,7.94,approved
TXN001526,USR0182,Barbeque Nation,Dining,426.1,2024-02-23 09:09:51,Mumbai,8.87,approved
TXN001527,USR0082,Ola Cabs,Travel,4883.26,2024-02-23 09:35:24,Bangalore,0.0,declined
TXN001528,USR0312,Essar Fuel,Fuel,91.2,2024-02-23 10:35:02,Hyderabad,0.86,approved
TXN001529,USR0173,Cleartrip,Travel,1607.59,2024-02-23 11:02:22,Kolkata,82.39,approved
TXN001530,USR0036,PharmEasy,Healthcare,946.51,2024-02-23 12:10:43,Mumbai,25.16,approved
TXN001531,USR0170,IRCTC,Travel,2624.39,2024-02-23 13:19:39,Jaipur,0.0,declined
TXN001532,USR0188,Meesho,Shopping,882.28,2024-02-23 14:01:58,Mumbai,31.2,approved
TXN001533,USR0009,MakeMyTrip,Travel,1209.54,2024-02-23 15:03:30,Pune,0.0,declined
TXN001534,USR0172,Barbeque Nation,Dining,476.15,2024-02-23 15:33:11,Bangalore,6.72,approved
TXN001535,USR0223,Medanta,Healthcare,453.85,2024-02-23 15:57:20,Mumbai,,approved
TXN001536,USR0344,Indian Oil,Fuel,101.88,2024-02-23 16:32:52,Delhi,0.75,approved
TXN001537,USR0018,INOX,Entertainment,244.7,2024-02-23 17:32:00,Delhi,5.85,approved
TXN001538,USR0292,BSNL,Utilities,1024.5,2024-02-23 18:04:10,Delhi,13.19,approved
TXN001539,USR0215,Zomato,Dining,667.62,2024-02-23 18:10:32,Pune,14.5,approved
TXN001540,USR0361,BookMyShow,Entertainment,162.99,2024-02-23 18:12:41,Bangalore,1.95,approved
TXN001541,USR0114,PharmEasy,Healthcare,1891.0,2024-02-23 19:15:57,Mumbai,33.61,approved
TXN001542,USR0347,Swiggy,Dining,253.49,2024-02-23 19:19:36,Jaipur,9.45,approved
TXN001543,USR0375,Meesho,Shopping,2657.97,2024-02-23 19:48:06,Bangalore,132.45,approved
TXN001544,USR0336,Meesho,Shopping,1680.43,2024-02-23 19:49:53,Hyderabad,0.0,declined
TXN001545,USR0336,Reliance Digital,Electronics,603.93,2024-02-23 19:50:53,Delhi,0.0,declined
TXN001546,USR0336,IRCTC,Travel,4633.38,2024-02-23 20:10:53,Kanpur,0.0,declined
TXN001547,USR0168,Zepto,Groceries,222.36,2024-02-23 20:20:27,Delhi,45.49,approved
TXN001548,USR0336,IRCTC,Travel,1436.49,2024-02-23 20:25:53,Jaipur,,declined
TXN001549,USR0336,Samsung Plaza,Electronics,3448.67,2024-02-23 20:26:53,Delhi,0.0,declined
TXN001550,USR0145,Haldiram's,Dining,512.2,2024-02-23 20:42:55,Jaipur,24.97,approved
TXN001551,USR0022,Apollo Pharmacy,Healthcare,569.54,2024-02-23 21:00:58,Pune,15.57,approved
TXN001552,USR0190,DMart,Groceries,198.91,2024-02-23 21:42:56,Chennai,4.15,approved
TXN001553,USR0235,Medanta,Healthcare,1179.9,2024-02-23 22:16:20,Jaipur,26.86,approved
TXN001554,USR0253,Essar Fuel,Fuel,85.73,2024-02-23 22:48:38,Kanpur,0.64,approved
TXN001555,USR0110,Jio,Utilities,1089.97,2024-02-23 23:55:16,Mumbai,7.99,approved
TXN001556,USR0049,Spencer's,Groceries,178.79,2024-02-24 00:35:25,Delhi,0.0,declined
TXN001557,USR0124,Barbeque Nation,Dining,387.91,2024-02-24 00:56:39,Delhi,13.85,approved
TXN001558,USR0046,Jio,Utilities,1368.12,2024-02-24 01:21:34,Delhi,0.0,declined
TXN001559,USR0219,BPCL,Fuel,124.19,2024-02-24 02:50:40,Bangalore,1.06,approved
TXN001560,USR0266,Apollo Pharmacy,Healthcare,482.57,2024-02-24 04:03:54,Kanpur,14.33,approved
TXN001561,USR0147,Meesho,Shopping,730.31,2024-02-24 07:02:11,Kanpur,0.0,declined
TXN001562,USR0245,Hotstar,Entertainment,344.95,2024-02-24 08:02:48,Mumbai,3.45,approved
TXN001563,USR0378,DMart,Groceries,194.3,2024-02-24 08:04:28,Kolkata,,approved
TXN001564,USR0268,HP Petrol Pump,Fuel,88.79,2024-02-24 10:52:52,Pune,,approved
TXN001565,USR0214,INOX,Entertainment,169.36,2024-02-24 14:58:40,Chennai,5.94,approved
TXN001566,USR0179,Indian Oil,Fuel,139.1,2024-02-24 17:08:08,Mumbai,1.31,approved
TXN001567,USR0350,Haldiram's,Dining,426.39,2024-02-24 17:49:41,Pune,9.13,approved
TXN001568,USR0146,BigBasket,Groceries,112.52,2024-02-24 18:27:46,Chennai,2.76,approved
TXN001569,USR0091,PVR Cinemas,Entertainment,235.3,2024-02-24 18:29:37,Bangalore,4.69,approved
TXN001570,USR0267,Myntra,Shopping,674.46,2024-02-24 18:42:55,Mumbai,26.42,approved
TXN001571,USR0062,Lenskart,Healthcare,134.3,2024-02-24 19:29:19,Chennai,3.01,approved
TXN001572,USR0340,IndiGo,Travel,2276.09,2024-02-24 19:48:26,Jaipur,83.42,approved
TXN001573,USR0168,Barbeque Nation,Dining,354.8,2024-02-24 19:48:38,Pune,15.65,approved
TXN001574,USR0386,Nykaa,Shopping,1127.07,2024-02-24 20:14:35,Delhi,18.5,approved
TXN001575,USR0384,Medanta,Healthcare,1524.75,2024-02-24 20:31:56,Mumbai,17.14,approved
TXN001576,USR0305,Myntra,Shopping,2436.75,2024-02-24 20:35:19,Bangalore,34.96,approved
TXN001577,USR0367,Spencer's,Groceries,213.39,2024-02-24 20:50:11,Delhi,3.55,approved
TXN001578,USR0076,Reliance Fresh,Groceries,115.6,2024-02-24 21:03:23,Kanpur,2.46,approved
TXN001579,USR0152,Meesho,Shopping,2143.48,2024-02-24 21:10:54,Jaipur,45.11,approved
TXN001580,USR0299,Netmeds,Healthcare,970.88,2024-02-24 21:26:10,Chennai,11.84,approved
TXN001581,USR0029,Spencer's,Groceries,192.22,2024-02-24 21:43:23,Hyderabad,1.93,approved
TXN001582,USR0191,PharmEasy,Healthcare,639.81,2024-02-24 21:44:14,Kolkata,17.49,approved
TXN001583,USR0050,Ola Cabs,Travel,4427.03,2024-02-24 22:14:02,Kolkata,216.28,approved
TXN001584,USR0102,DMart,Groceries,329.98,2024-02-24 22:14:29,Chennai,8.13,approved
TXN001585,USR0398,Flipkart,Shopping,1967.29,2024-02-24 22:19:12,Hyderabad,83.54,approved
TXN001586,USR0340,BigBasket,Groceries,284.15,2024-02-24 22:39:03,Mumbai,60.54,approved
TXN001587,USR0023,BigBasket,Groceries,199.5,2024-02-24 22:45:09,Jaipur,2.27,approved
TXN001588,USR0119,Myntra,Shopping,557.18,2024-02-25 00:46:13,Delhi,9.82,approved
